order_id,line_no,sku_id,qty,order_time,pick_start,pick_end,check_time,ship_time,loc_id,picker
SO202607210274,1,SKU0379,1,2026-07-21 14:46:37,2026-07-21 14:58:41,2026-07-21 15:01:29,2026-07-21 15:02:30,2026-07-21 15:43:08,L0782,姜琳
SO202607210274,2,SKU0145,5,2026-07-21 14:46:20,2026-07-21 15:26:53,2026-07-21 15:30:20,2026-07-21 15:31:33,2026-07-21 16:16:30,L0800,张晨
SO202607210275,1,SKU0229,5,2026-07-21 14:50:01,2026-07-21 15:19:02,2026-07-21 15:22:03,2026-07-21 15:23:07,2026-07-21 15:34:35,L0459,陈云
SO202607210275,2,SKU0231,4,2026-07-21 14:50:16,2026-07-21 15:14:13,2026-07-21 15:16:09,2026-07-21 15:17:02,2026-07-21 15:23:16,L0272,梁波
SO202607210276,1,SKU0437,5,2026-07-21 14:52:15,2026-07-21 15:18:48,2026-07-21 15:20:38,2026-07-21 15:21:51,2026-07-21 15:39:07,L0115,魏斌
SO202607210276,2,SKU0346,4,2026-07-21 14:52:10,2026-07-21 15:28:55,2026-07-21 15:31:28,2026-07-21 15:32:47,2026-07-21 16:10:26,L0619,樊桂芳
SO202607210277,1,SKU0451,4,2026-07-21 14:52:28,2026-07-21 15:12:17,2026-07-21 15:15:07,2026-07-21 15:16:11,2026-07-21 15:34:31,L0706,何丽
SO202607210277,2,SKU0033,5,2026-07-21 14:52:15,2026-07-21 15:21:52,2026-07-21 15:25:33,2026-07-21 15:27:17,2026-07-21 15:42:04,L0797,孙桂英
SO202607210278,1,SKU0407,2,2026-07-21 14:53:13,2026-07-21 15:18:50,2026-07-21 15:22:39,2026-07-21 15:23:54,2026-07-21 16:00:02,L0758,何丽
SO202607210279,1,SKU0205,1,2026-07-21 14:55:48,2026-07-21 15:13:45,2026-07-21 15:16:49,2026-07-21 15:18:03,2026-07-21 15:49:21,L0795,樊桂芳
SO202607210279,2,SKU0145,3,2026-07-21 14:55:05,2026-07-21 15:35:41,2026-07-21 15:39:36,2026-07-21 15:40:15,2026-07-21 16:22:34,L0800,何丽
SO202607210280,1,SKU0249,3,2026-07-21 14:55:07,2026-07-21 15:21:40,2026-07-21 15:24:44,2026-07-21 15:25:47,2026-07-21 15:59:40,L0790,阎玉梅
SO202607210280,2,SKU0340,5,2026-07-21 14:55:14,2026-07-21 15:26:46,2026-07-21 15:28:30,2026-07-21 15:29:36,2026-07-21 15:42:48,L0604,唐海燕
SO202607210280,3,SKU0131,3,2026-07-21 14:55:34,2026-07-21 15:25:08,2026-07-21 15:26:15,2026-07-21 15:27:31,2026-07-21 15:55:58,L0172,阎玉梅
SO202607210281,1,SKU0036,2,2026-07-21 14:56:41,2026-07-21 15:31:52,2026-07-21 15:34:16,2026-07-21 15:35:34,2026-07-21 16:13:56,L0624,陈云
SO202607210281,2,SKU0314,5,2026-07-21 14:56:02,2026-07-21 15:22:26,2026-07-21 15:24:34,2026-07-21 15:25:51,2026-07-21 16:04:41,L0570,张晨
SO202607210281,3,SKU0059,4,2026-07-21 14:56:16,2026-07-21 15:16:52,2026-07-21 15:19:52,2026-07-21 15:20:56,2026-07-21 15:59:05,L0783,田桂兰
SO202607210282,1,SKU0429,5,2026-07-21 14:56:06,2026-07-21 15:09:41,2026-07-21 15:13:23,2026-07-21 15:15:07,2026-07-21 15:46:08,L0755,樊桂芳
SO202607210282,2,SKU0489,5,2026-07-21 14:56:54,2026-07-21 15:26:18,2026-07-21 15:28:47,2026-07-21 15:29:32,2026-07-21 15:38:44,L0729,黄成
SO202607210283,1,SKU0033,2,2026-07-21 15:00:51,2026-07-21 15:38:08,2026-07-21 15:41:34,2026-07-21 15:42:56,2026-07-21 16:07:39,L0797,黄成
SO202607210283,2,SKU0257,2,2026-07-21 15:00:23,2026-07-21 15:38:23,2026-07-21 15:41:45,2026-07-21 15:42:23,2026-07-21 16:09:42,L0715,李英
SO202607210284,1,SKU0351,2,2026-07-21 15:03:20,2026-07-21 15:22:39,2026-07-21 15:25:08,2026-07-21 15:26:15,2026-07-21 15:48:34,L0549,梁波
SO202607210285,1,SKU0145,3,2026-07-21 15:04:30,2026-07-21 15:15:21,2026-07-21 15:18:56,2026-07-21 15:20:06,2026-07-21 15:54:23,L0800,姜琳
SO202607210285,2,SKU0476,1,2026-07-21 15:04:18,2026-07-21 15:43:28,2026-07-21 15:43:57,2026-07-21 15:45:11,2026-07-21 16:27:27,L0043,姜琳
SO202607210286,1,SKU0317,4,2026-07-21 15:06:44,2026-07-21 15:42:09,2026-07-21 15:45:19,2026-07-21 15:46:50,2026-07-21 16:14:57,L0677,刘楠
SO202607210287,1,SKU0431,2,2026-07-21 15:07:50,2026-07-21 15:41:10,2026-07-21 15:43:31,2026-07-21 15:44:16,2026-07-21 15:50:36,L0769,张晨
SO202607210288,1,SKU0289,4,2026-07-21 15:08:10,2026-07-21 15:34:54,2026-07-21 15:35:34,2026-07-21 15:36:10,2026-07-21 16:13:21,L0083,张晨
SO202607210289,1,SKU0421,2,2026-07-21 15:11:44,2026-07-21 15:25:20,2026-07-21 15:28:38,2026-07-21 15:30:04,2026-07-21 15:39:05,L0791,张晨
SO202607210289,2,SKU0288,4,2026-07-21 15:11:39,2026-07-21 15:38:50,2026-07-21 15:41:02,2026-07-21 15:42:15,2026-07-21 16:04:51,L0197,黄利
SO202607210290,1,SKU0205,3,2026-07-21 15:11:06,2026-07-21 15:26:10,2026-07-21 15:30:03,2026-07-21 15:31:28,2026-07-21 15:51:03,L0795,叶华
SO202607210291,1,SKU0092,3,2026-07-21 15:12:31,2026-07-21 15:52:09,2026-07-21 15:55:29,2026-07-21 15:56:33,2026-07-21 16:20:22,L0749,樊桂芳
SO202607210292,1,SKU0142,4,2026-07-21 15:13:14,2026-07-21 15:24:21,2026-07-21 15:26:45,2026-07-21 15:27:51,2026-07-21 15:36:57,L0741,刘楠
SO202607210293,1,SKU0072,5,2026-07-21 15:15:55,2026-07-21 15:45:37,2026-07-21 15:48:17,2026-07-21 15:49:53,2026-07-21 16:34:35,L0507,李辉
SO202607210294,1,SKU0243,2,2026-07-21 15:16:53,2026-07-21 15:42:18,2026-07-21 15:44:15,2026-07-21 15:45:42,2026-07-21 15:54:12,L0156,田桂兰
SO202607210295,1,SKU0145,1,2026-07-21 15:16:25,2026-07-21 15:36:44,2026-07-21 15:40:15,2026-07-21 15:41:15,2026-07-21 16:01:19,L0800,田桂兰
SO202607210296,1,SKU0221,4,2026-07-21 15:16:22,2026-07-21 15:53:01,2026-07-21 15:55:42,2026-07-21 15:56:42,2026-07-21 16:05:52,L0315,张瑜
SO202607210297,1,SKU0060,1,2026-07-21 15:16:23,2026-07-21 15:27:14,2026-07-21 15:29:56,2026-07-21 15:30:49,2026-07-21 15:41:58,L0512,黄成
SO202607210298,1,SKU0130,3,2026-07-21 15:17:29,2026-07-21 15:39:21,2026-07-21 15:41:16,2026-07-21 15:42:10,2026-07-21 16:12:14,L0647,叶华
SO202607210299,1,SKU0379,5,2026-07-21 15:18:06,2026-07-21 15:56:49,2026-07-21 15:59:51,2026-07-21 16:00:37,2026-07-21 16:17:59,L0782,孙桂英
SO202607210300,1,SKU0102,2,2026-07-21 15:20:05,2026-07-21 15:32:38,2026-07-21 15:35:23,2026-07-21 15:36:54,2026-07-21 15:42:16,L0634,叶华
SO202607210300,2,SKU0033,1,2026-07-21 15:20:49,2026-07-21 15:59:42,2026-07-21 16:03:11,2026-07-21 16:04:30,2026-07-21 16:33:01,L0797,梁波
SO202607210301,1,SKU0033,3,2026-07-21 15:20:32,2026-07-21 15:34:29,2026-07-21 15:38:22,2026-07-21 15:39:15,2026-07-21 16:22:36,L0797,张晨
SO202607210301,2,SKU0423,5,2026-07-21 15:20:25,2026-07-21 16:00:20,2026-07-21 16:01:37,2026-07-21 16:02:40,2026-07-21 16:25:59,L0731,梁波
SO202607210302,1,SKU0316,3,2026-07-21 15:21:43,2026-07-21 15:55:22,2026-07-21 15:57:55,2026-07-21 15:58:37,2026-07-21 16:06:10,L0590,刘楠
SO202607210302,2,SKU0199,4,2026-07-21 15:21:20,2026-07-21 15:50:13,2026-07-21 15:53:03,2026-07-21 15:53:54,2026-07-21 16:11:35,L0594,梁波
SO202607210303,1,SKU0168,4,2026-07-21 15:23:57,2026-07-21 15:44:01,2026-07-21 15:47:22,2026-07-21 15:48:57,2026-07-21 16:20:26,L0792,万帅
SO202607210303,2,SKU0088,3,2026-07-21 15:23:07,2026-07-21 16:08:06,2026-07-21 16:09:42,2026-07-21 16:10:34,2026-07-21 16:45:30,L0750,陈云
SO202607210304,1,SKU0499,3,2026-07-21 15:23:44,2026-07-21 16:01:46,2026-07-21 16:02:36,2026-07-21 16:03:31,2026-07-21 16:11:58,L0212,张晨
SO202607210305,1,SKU0288,5,2026-07-21 15:26:15,2026-07-21 16:01:20,2026-07-21 16:02:37,2026-07-21 16:03:44,2026-07-21 16:48:33,L0197,叶华
SO202607210305,2,SKU0198,4,2026-07-21 15:26:18,2026-07-21 16:00:31,2026-07-21 16:02:03,2026-07-21 16:03:00,2026-07-21 16:32:06,L0478,阎玉梅
SO202607210305,3,SKU0203,3,2026-07-21 15:26:18,2026-07-21 16:08:11,2026-07-21 16:09:48,2026-07-21 16:11:03,2026-07-21 16:35:37,L0640,姜琳
SO202607210306,1,SKU0033,3,2026-07-21 15:26:40,2026-07-21 15:47:00,2026-07-21 15:50:08,2026-07-21 15:51:16,2026-07-21 16:27:49,L0797,黄利
SO202607210306,2,SKU0205,2,2026-07-21 15:26:30,2026-07-21 15:57:53,2026-07-21 16:01:07,2026-07-21 16:02:28,2026-07-21 16:15:57,L0795,孙桂英
SO202607210306,3,SKU0348,1,2026-07-21 15:26:35,2026-07-21 16:05:58,2026-07-21 16:07:24,2026-07-21 16:08:22,2026-07-21 16:20:08,L0439,魏斌
SO202607210307,1,SKU0102,2,2026-07-21 15:28:00,2026-07-21 15:50:07,2026-07-21 15:53:15,2026-07-21 15:55:02,2026-07-21 16:16:38,L0634,李辉
SO202607210308,1,SKU0145,4,2026-07-21 15:30:33,2026-07-21 16:05:02,2026-07-21 16:07:00,2026-07-21 16:08:31,2026-07-21 16:17:32,L0800,黄利
SO202607210309,1,SKU0145,3,2026-07-21 15:31:14,2026-07-21 16:03:37,2026-07-21 16:05:39,2026-07-21 16:07:18,2026-07-21 16:44:23,L0800,孙桂英
SO202607210309,2,SKU0357,4,2026-07-21 15:31:13,2026-07-21 16:05:58,2026-07-21 16:07:23,2026-07-21 16:09:02,2026-07-21 16:51:55,L0743,陈云
SO202607210310,1,SKU0249,3,2026-07-21 15:32:02,2026-07-21 15:56:36,2026-07-21 15:59:41,2026-07-21 16:00:54,2026-07-21 16:38:20,L0790,魏斌
SO202607210310,2,SKU0311,5,2026-07-21 15:32:17,2026-07-21 16:12:00,2026-07-21 16:13:17,2026-07-21 16:14:19,2026-07-21 16:57:55,L0649,魏斌
SO202607210310,3,SKU0116,2,2026-07-21 15:32:10,2026-07-21 15:55:01,2026-07-21 15:58:07,2026-07-21 15:59:41,2026-07-21 16:29:44,L0631,万帅
SO202607210311,1,SKU0429,4,2026-07-21 15:32:28,2026-07-21 15:46:03,2026-07-21 15:49:24,2026-07-21 15:50:37,2026-07-21 15:59:18,L0755,阎玉梅
SO202607210311,2,SKU0121,1,2026-07-21 15:32:45,2026-07-21 16:13:26,2026-07-21 16:14:43,2026-07-21 16:16:23,2026-07-21 16:24:18,L0622,阎玉梅
SO202607210312,1,SKU0145,2,2026-07-21 15:33:18,2026-07-21 15:55:47,2026-07-21 15:59:13,2026-07-21 16:01:01,2026-07-21 16:09:07,L0800,阎玉梅
SO202607210313,1,SKU0371,2,2026-07-21 15:34:05,2026-07-21 15:59:27,2026-07-21 16:02:32,2026-07-21 16:04:11,2026-07-21 16:42:46,L0559,张瑜
SO202607210313,2,SKU0274,4,2026-07-21 15:34:31,2026-07-21 16:03:08,2026-07-21 16:04:44,2026-07-21 16:05:48,2026-07-21 16:46:37,L0557,何丽
SO202607210314,1,SKU0360,4,2026-07-21 15:35:36,2026-07-21 16:01:21,2026-07-21 16:02:34,2026-07-21 16:03:50,2026-07-21 16:31:33,L0768,梁波
SO202607210315,1,SKU0203,5,2026-07-21 15:35:28,2026-07-21 16:11:23,2026-07-21 16:13:08,2026-07-21 16:14:44,2026-07-21 16:58:07,L0640,李英
SO202607210315,2,SKU0205,5,2026-07-21 15:35:25,2026-07-21 16:16:18,2026-07-21 16:18:02,2026-07-21 16:19:08,2026-07-21 16:55:22,L0795,魏斌
SO202607210315,3,SKU0112,5,2026-07-21 15:35:41,2026-07-21 16:02:52,2026-07-21 16:03:51,2026-07-21 16:05:24,2026-07-21 16:35:36,L0526,叶华
SO202607210316,1,SKU0332,4,2026-07-21 15:37:49,2026-07-21 16:10:29,2026-07-21 16:12:18,2026-07-21 16:13:35,2026-07-21 16:56:06,L0759,张晨
SO202607210317,1,SKU0452,3,2026-07-21 15:38:16,2026-07-21 16:00:54,2026-07-21 16:02:17,2026-07-21 16:02:59,2026-07-21 16:47:10,L0351,刘楠
SO202607210317,2,SKU0419,3,2026-07-21 15:38:21,2026-07-21 16:08:52,2026-07-21 16:10:15,2026-07-21 16:11:02,2026-07-21 16:31:19,L0627,张晨
SO202607210318,1,SKU0407,2,2026-07-21 15:42:50,2026-07-21 16:22:01,2026-07-21 16:23:44,2026-07-21 16:25:15,2026-07-21 16:39:08,L0758,叶华
SO202607210319,1,SKU0145,3,2026-07-21 15:43:25,2026-07-21 15:53:34,2026-07-21 15:56:56,2026-07-21 15:58:38,2026-07-21 16:42:02,L0800,孙桂英
SO202607210319,2,SKU0222,5,2026-07-21 15:43:49,2026-07-21 16:04:47,2026-07-21 16:06:10,2026-07-21 16:07:17,2026-07-21 16:15:05,L0508,张晨
SO202607210320,1,SKU0168,3,2026-07-21 15:43:41,2026-07-21 16:06:28,2026-07-21 16:08:07,2026-07-21 16:09:32,2026-07-21 16:48:20,L0792,阎玉梅
SO202607210321,1,SKU0205,4,2026-07-21 15:43:45,2026-07-21 16:09:05,2026-07-21 16:10:47,2026-07-21 16:11:58,2026-07-21 16:49:18,L0795,陈云
SO202607210321,2,SKU0422,2,2026-07-21 15:43:42,2026-07-21 16:14:24,2026-07-21 16:15:54,2026-07-21 16:17:10,2026-07-21 16:44:15,L0556,魏斌
SO202607210321,3,SKU0030,4,2026-07-21 15:43:30,2026-07-21 16:01:31,2026-07-21 16:03:01,2026-07-21 16:03:55,2026-07-21 16:22:20,L0510,叶华
SO202607210322,1,SKU0033,3,2026-07-21 15:44:24,2026-07-21 16:19:14,2026-07-21 16:21:04,2026-07-21 16:22:30,2026-07-21 17:05:18,L0797,叶华
SO202607210322,2,SKU0500,2,2026-07-21 15:44:17,2026-07-21 16:27:40,2026-07-21 16:28:34,2026-07-21 16:29:47,2026-07-21 17:01:33,L0038,张瑜
SO202607210323,1,SKU0328,3,2026-07-21 15:44:05,2026-07-21 16:20:30,2026-07-21 16:21:48,2026-07-21 16:23:10,2026-07-21 16:52:59,L0623,梁波
SO202607210324,1,SKU0355,2,2026-07-21 15:45:43,2026-07-21 15:57:46,2026-07-21 16:00:41,2026-07-21 16:01:50,2026-07-21 16:39:09,L0357,黄利
SO202607210325,1,SKU0044,4,2026-07-21 15:45:43,2026-07-21 16:25:27,2026-07-21 16:26:59,2026-07-21 16:28:30,2026-07-21 17:02:04,L0587,李辉
SO202607210326,1,SKU0332,2,2026-07-21 15:48:17,2026-07-21 16:01:58,2026-07-21 16:03:43,2026-07-21 16:05:10,2026-07-21 16:11:02,L0759,黄成
SO202607210326,2,SKU0205,5,2026-07-21 15:48:43,2026-07-21 16:16:28,2026-07-21 16:18:15,2026-07-21 16:19:26,2026-07-21 16:59:00,L0795,姜琳
SO202607210326,3,SKU0197,5,2026-07-21 15:48:20,2026-07-21 16:38:39,2026-07-21 16:40:00,2026-07-21 16:41:45,2026-07-21 17:06:56,L0399,何丽
SO202607210327,1,SKU0253,1,2026-07-21 15:49:19,2026-07-21 16:15:30,2026-07-21 16:16:39,2026-07-21 16:17:57,2026-07-21 16:24:07,L0148,田桂兰
SO202607210328,1,SKU0338,3,2026-07-21 15:50:19,2026-07-21 16:17:28,2026-07-21 16:18:54,2026-07-21 16:20:28,2026-07-21 16:38:05,L0625,黄利
SO202607210328,2,SKU0060,2,2026-07-21 15:50:22,2026-07-21 16:07:11,2026-07-21 16:08:32,2026-07-21 16:09:34,2026-07-21 16:30:42,L0512,李英
SO202607210329,1,SKU0145,4,2026-07-21 15:50:24,2026-07-21 16:25:15,2026-07-21 16:27:18,2026-07-21 16:28:58,2026-07-21 16:42:36,L0800,张晨
SO202607210329,2,SKU0285,5,2026-07-21 15:50:31,2026-07-21 16:30:43,2026-07-21 16:31:39,2026-07-21 16:33:26,2026-07-21 17:12:15,L0071,阎玉梅
SO202607210330,1,SKU0398,2,2026-07-21 15:51:05,2026-07-21 16:12:42,2026-07-21 16:14:16,2026-07-21 16:15:35,2026-07-21 16:21:21,L0595,张晨
SO202607210331,1,SKU0495,2,2026-07-21 15:52:49,2026-07-21 16:06:53,2026-07-21 16:08:40,2026-07-21 16:09:46,2026-07-21 16:19:14,L0794,张晨
SO202607210331,2,SKU0332,4,2026-07-21 15:52:03,2026-07-21 16:24:30,2026-07-21 16:26:18,2026-07-21 16:28:16,2026-07-21 16:49:05,L0759,黄成
SO202607210332,1,SKU0033,1,2026-07-21 15:52:00,2026-07-21 16:05:48,2026-07-21 16:07:38,2026-07-21 16:08:54,2026-07-21 16:33:15,L0797,樊桂芳
SO202607210333,1,SKU0429,4,2026-07-21 15:53:39,2026-07-21 16:27:49,2026-07-21 16:29:34,2026-07-21 16:30:31,2026-07-21 16:36:46,L0755,魏斌
SO202607210333,2,SKU0123,3,2026-07-21 15:53:46,2026-07-21 16:23:40,2026-07-21 16:25:17,2026-07-21 16:26:28,2026-07-21 16:32:31,L0560,田桂兰
SO202607210334,1,SKU0060,1,2026-07-21 15:55:55,2026-07-21 16:34:50,2026-07-21 16:36:20,2026-07-21 16:37:27,2026-07-21 16:52:16,L0512,黄利
SO202607210334,2,SKU0206,3,2026-07-21 15:55:43,2026-07-21 16:32:05,2026-07-21 16:33:53,2026-07-21 16:34:48,2026-07-21 16:58:52,L0760,姜琳
SO202607210335,1,SKU0489,2,2026-07-21 15:56:54,2026-07-21 16:13:05,2026-07-21 16:14:15,2026-07-21 16:15:06,2026-07-21 16:43:05,L0729,何丽
SO202607210336,1,SKU0010,3,2026-07-21 15:56:16,2026-07-21 16:22:52,2026-07-21 16:24:30,2026-07-21 16:25:29,2026-07-21 16:59:05,L0598,张瑜
SO202607210336,2,SKU0249,3,2026-07-21 15:56:57,2026-07-21 16:37:51,2026-07-21 16:39:36,2026-07-21 16:40:29,2026-07-21 17:15:39,L0790,李英
SO202607210337,1,SKU0005,2,2026-07-21 15:57:59,2026-07-21 16:29:47,2026-07-21 16:31:08,2026-07-21 16:32:37,2026-07-21 17:06:20,L0358,万帅
SO202607210337,2,SKU0427,3,2026-07-21 15:57:24,2026-07-21 16:13:47,2026-07-21 16:15:03,2026-07-21 16:16:36,2026-07-21 16:59:18,L0434,姜琳
SO202607210338,1,SKU0201,1,2026-07-21 15:57:53,2026-07-21 16:15:34,2026-07-21 16:16:54,2026-07-21 16:18:00,2026-07-21 16:43:07,L0548,万帅
SO202607210339,1,SKU0203,5,2026-07-21 15:57:53,2026-07-21 16:18:13,2026-07-21 16:20:02,2026-07-21 16:21:07,2026-07-21 16:37:53,L0640,陈云
SO202607210339,2,SKU0481,1,2026-07-21 15:57:52,2026-07-21 16:34:48,2026-07-21 16:35:59,2026-07-21 16:37:27,2026-07-21 16:57:24,L0196,刘楠
SO202607210340,1,SKU0371,4,2026-07-21 15:58:59,2026-07-21 16:10:53,2026-07-21 16:12:31,2026-07-21 16:13:43,2026-07-21 16:26:57,L0559,魏斌
SO202607210341,1,SKU0108,2,2026-07-21 15:58:27,2026-07-21 16:32:58,2026-07-21 16:34:29,2026-07-21 16:35:52,2026-07-21 16:45:06,L0786,黄成
SO202607210341,2,SKU0214,5,2026-07-21 15:58:18,2026-07-21 16:14:37,2026-07-21 16:16:28,2026-07-21 16:18:07,2026-07-21 17:02:24,L0676,姜琳
SO202607210342,1,SKU0203,1,2026-07-21 16:00:45,2026-07-21 16:13:37,2026-07-21 16:15:21,2026-07-21 16:16:19,2026-07-21 16:54:27,L0640,梁波
SO202607210343,1,SKU0052,3,2026-07-21 16:01:24,2026-07-21 16:35:36,2026-07-21 16:37:16,2026-07-21 16:38:07,2026-07-21 17:13:28,L0793,田桂兰
SO202607210343,2,SKU0033,2,2026-07-21 16:01:26,2026-07-21 16:43:13,2026-07-21 16:45:00,2026-07-21 16:46:08,2026-07-21 17:12:33,L0797,黄成
SO202607210344,1,SKU0332,4,2026-07-21 16:04:32,2026-07-21 16:31:03,2026-07-21 16:32:48,2026-07-21 16:33:52,2026-07-21 16:55:43,L0759,黄成
SO202607210345,1,SKU0350,1,2026-07-21 16:08:13,2026-07-21 16:21:21,2026-07-21 16:22:50,2026-07-21 16:23:43,2026-07-21 17:05:17,L0593,黄成
SO202607210346,1,SKU0033,4,2026-07-21 16:20:48,2026-07-21 16:51:31,2026-07-21 16:53:21,2026-07-21 16:54:42,2026-07-21 17:24:11,L0797,陈云
SO202607210347,1,SKU0089,4,2026-07-21 16:21:34,2026-07-21 16:34:32,2026-07-21 16:36:03,2026-07-21 16:37:07,2026-07-21 17:21:35,L0707,唐海燕
SO202607210347,2,SKU0094,5,2026-07-21 16:21:17,2026-07-21 16:56:53,2026-07-21 16:57:49,2026-07-21 16:58:27,2026-07-21 17:36:55,L0140,李英
SO202607210348,1,SKU0287,3,2026-07-21 16:24:59,2026-07-21 16:56:40,2026-07-21 16:58:23,2026-07-21 16:59:37,2026-07-21 17:21:31,L0479,黄利
SO202607210349,1,SKU0091,1,2026-07-21 16:27:11,2026-07-21 16:53:31,2026-07-21 16:54:44,2026-07-21 16:55:55,2026-07-21 17:12:26,L0617,万帅
SO202607210349,2,SKU0146,5,2026-07-21 16:27:28,2026-07-21 16:40:37,2026-07-21 16:41:53,2026-07-21 16:42:42,2026-07-21 17:04:48,L0544,张瑜
SO202607210350,1,SKU0145,5,2026-07-21 16:27:49,2026-07-21 17:05:19,2026-07-21 17:07:16,2026-07-21 17:08:40,2026-07-21 17:42:11,L0800,梁波
SO202607210351,1,SKU0132,4,2026-07-21 16:31:02,2026-07-21 16:44:03,2026-07-21 16:44:55,2026-07-21 16:46:00,2026-07-21 17:25:12,L0602,张晨
SO202607210351,2,SKU0357,1,2026-07-21 16:31:44,2026-07-21 16:50:46,2026-07-21 16:52:10,2026-07-21 16:53:36,2026-07-21 17:31:41,L0743,魏斌
SO202607210352,1,SKU0318,4,2026-07-21 16:38:13,2026-07-21 17:14:44,2026-07-21 17:15:54,2026-07-21 17:17:25,2026-07-21 17:33:28,L0502,樊桂芳
SO202607210352,2,SKU0287,5,2026-07-21 16:38:34,2026-07-21 17:12:56,2026-07-21 17:14:41,2026-07-21 17:16:15,2026-07-21 17:46:11,L0479,何丽
SO202607210353,1,SKU0143,2,2026-07-21 16:38:12,2026-07-21 16:58:28,2026-07-21 17:00:07,2026-07-21 17:01:10,2026-07-21 17:09:29,L0673,陈云
SO202607210353,2,SKU0033,2,2026-07-21 16:38:30,2026-07-21 17:08:19,2026-07-21 17:10:06,2026-07-21 17:10:52,2026-07-21 17:26:19,L0797,张晨
SO202607210354,1,SKU0206,3,2026-07-21 16:43:53,2026-07-21 16:57:44,2026-07-21 16:59:41,2026-07-21 17:00:28,2026-07-21 17:28:21,L0760,黄利
SO202607210355,1,SKU0094,1,2026-07-21 16:45:08,2026-07-21 17:12:32,2026-07-21 17:13:19,2026-07-21 17:15:03,2026-07-21 17:55:43,L0140,李辉
SO202607210356,1,SKU0145,5,2026-07-21 16:45:10,2026-07-21 17:16:56,2026-07-21 17:18:51,2026-07-21 17:20:14,2026-07-21 17:53:21,L0800,唐海燕
SO202607210357,1,SKU0274,2,2026-07-21 16:48:28,2026-07-21 17:21:13,2026-07-21 17:23:05,2026-07-21 17:24:54,2026-07-21 17:41:13,L0557,阎玉梅
SO202607210357,2,SKU0206,2,2026-07-21 16:48:52,2026-07-21 17:20:26,2026-07-21 17:22:12,2026-07-21 17:23:21,2026-07-21 17:36:39,L0760,梁波
SO202607210358,1,SKU0377,3,2026-07-21 16:50:37,2026-07-21 17:11:13,2026-07-21 17:12:30,2026-07-21 17:13:54,2026-07-21 17:35:06,L0387,姜琳
SO202607210358,2,SKU0010,5,2026-07-21 16:50:38,2026-07-21 17:31:08,2026-07-21 17:32:49,2026-07-21 17:33:37,2026-07-21 18:05:24,L0598,刘楠
SO202607210359,1,SKU0286,5,2026-07-21 16:50:40,2026-07-21 17:05:06,2026-07-21 17:06:46,2026-07-21 17:07:28,2026-07-21 17:30:35,L0501,刘艳
SO202607210360,1,SKU0235,3,2026-07-21 16:51:39,2026-07-21 17:30:27,2026-07-21 17:31:36,2026-07-21 17:32:47,2026-07-21 18:15:36,L0642,张瑜
SO202607210361,1,SKU0147,3,2026-07-21 16:52:49,2026-07-21 17:09:47,2026-07-21 17:11:32,2026-07-21 17:13:18,2026-07-21 17:29:44,L0739,黄利
SO202607210361,2,SKU0181,5,2026-07-21 16:52:31,2026-07-21 17:22:16,2026-07-21 17:23:46,2026-07-21 17:25:33,2026-07-21 18:07:01,L0275,叶华
SO202607210362,1,SKU0044,2,2026-07-21 16:54:22,2026-07-21 17:15:48,2026-07-21 17:17:10,2026-07-21 17:18:09,2026-07-21 17:43:18,L0587,唐海燕
SO202607210363,1,SKU0459,1,2026-07-21 16:55:54,2026-07-21 17:26:54,2026-07-21 17:28:35,2026-07-21 17:29:46,2026-07-21 17:48:11,L0716,刘楠
SO202607210364,1,SKU0107,2,2026-07-21 16:59:34,2026-07-21 17:31:12,2026-07-21 17:31:59,2026-07-21 17:32:56,2026-07-21 18:09:36,L0060,叶华
SO202607210365,1,SKU0407,5,2026-07-21 17:02:14,2026-07-21 17:36:58,2026-07-21 17:38:48,2026-07-21 17:39:32,2026-07-21 18:14:09,L0758,阎玉梅
SO202607210366,1,SKU0015,5,2026-07-21 17:03:02,2026-07-21 17:35:39,2026-07-21 17:36:40,2026-07-21 17:37:39,2026-07-21 18:09:57,L0454,魏斌
SO202607210367,1,SKU0015,4,2026-07-21 17:05:22,2026-07-21 17:43:39,2026-07-21 17:44:34,2026-07-21 17:45:16,2026-07-21 18:15:24,L0454,孙桂英
SO202607210367,2,SKU0145,5,2026-07-21 17:05:45,2026-07-21 17:26:17,2026-07-21 17:28:13,2026-07-21 17:29:24,2026-07-21 17:57:32,L0800,叶华
SO202607210368,1,SKU0365,5,2026-07-21 17:05:23,2026-07-21 17:17:01,2026-07-21 17:18:20,2026-07-21 17:19:36,2026-07-21 17:48:47,L0390,樊桂芳
SO202607210369,1,SKU0398,5,2026-07-21 17:07:22,2026-07-21 17:43:52,2026-07-21 17:45:32,2026-07-21 17:46:30,2026-07-21 18:20:04,L0595,梁波
SO202607210370,1,SKU0060,4,2026-07-21 17:09:46,2026-07-21 17:41:12,2026-07-21 17:42:36,2026-07-21 17:43:34,2026-07-21 17:55:21,L0512,姜琳
SO202607210371,1,SKU0438,3,2026-07-21 17:16:34,2026-07-21 17:32:38,2026-07-21 17:34:33,2026-07-21 17:36:13,2026-07-21 17:54:42,L0719,李英
SO202607210372,1,SKU0206,5,2026-07-21 17:17:00,2026-07-21 17:41:08,2026-07-21 17:42:52,2026-07-21 17:43:44,2026-07-21 17:55:33,L0760,李英
